JOB_ROLE,INDUSTRY,COUNTRY,YEAR,AUTOMATION_RISK_PERCENT,AI_REPLACEMENT_SCORE,SKILL_GAP_INDEX,SALARY_BEFORE_USD,SALARY_AFTER_USD,SALARY_CHANGE_PERCENT,SKILL_DEMAND_GROWTH_PERCENT,REMOTE_FEASIBILITY_SCORE,AI_ADOPTION_LEVEL,EDUCATION_REQUIREMENT_LEVEL
Customer Support Rep,Education,Germany,2025.0,29.8,34.18,79.26,98957.05,96772.18,-2.21,0.94,36.79,56.07,3.0
HR Manager,Education,Singapore,2023.0,13.18,13.65,72.19,122822.3,120554.87,-1.85,-6.58,25.92,66.21,5.0
Software Engineer,Education,UK,2024.0,22.75,20.32,26.49,56552.4,54721.9,-3.24,2.33,94.06,14.42,2.0
Data Analyst,Education,Australia,2024.0,27.01,25.28,63.45,100927.45,93033.11,-7.82,0.39,43.17,41.52,2.0
Truck Driver,Education,UK,2022.0,31.52,37.04,82.67,132900.69,130414.46,-1.87,13.32,86.2,15.81,3.0
Customer Support Rep,Education,Australia,2021.0,28.03,31.81,16.96,113682.97,99115.46,-12.81,4.28,75.65,23.76,2.0
Data Analyst,Education,UK,2025.0,15.06,15.37,60.18,149837.75,151498.49,1.11,-9.26,41.16,52.59,4.0
Financial Analyst,Education,Japan,2023.0,50.68,57.06,42.31,138397.76,175483.22,26.8,-1.05,54.26,73.33,4.0
Teacher,Education,Singapore,2023.0,49.67,45.13,14.55,102734.93,93260.51,-9.22,4.75,45.61,51.48,3.0
HR Manager,Education,Brazil,2025.0,37.69,44.33,87.14,91373.14,90332.61,-1.14,5.15,29.4,2.48,4.0
Mechanical Engineer,Education,Australia,2022.0,36.51,38.46,81.32,65650.64,69891.97,6.46,-6.08,70.33,90.11,2.0
Mechanical Engineer,Education,India,2020.0,45.29,50.95,74.38,100920.0,77118.38,-23.58,17.79,97.54,56.02,4.0
Software Engineer,Education,USA,2025.0,5.0,4.98,45.06,69779.07,62993.4,-9.72,9.66,76.09,72.7,3.0
Software Engineer,Education,Japan,2021.0,29.75,34.81,16.7,62080.51,52721.88,-15.07,14.92,24.74,4.01,5.0
Accountant,Education,Singapore,2026.0,36.42,33.76,53.61,109342.91,101179.77,-7.47,9.18,83.17,67.85,3.0
Accountant,Education,Singapore,2024.0,24.27,19.71,51.33,40143.91,43156.59,7.5,4.47,74.78,7.74,1.0
Teacher,Education,Australia,2026.0,62.34,71.07,35.4,96523.68,81529.15,-15.53,15.05,61.32,23.67,2.0
Software Engineer,Education,UK,2026.0,33.91,34.91,14.74,68949.16,77760.01,12.78,1.27,79.31,22.3,2.0
Teacher,Education,Singapore,2025.0,35.99,30.91,50.58,84687.29,79234.51,-6.44,16.11,84.84,61.51,4.0
Software Engineer,Education,India,2025.0,52.56,45.07,62.21,39638.77,35989.69,-9.21,20.16,21.92,86.21,2.0
Financial Analyst,Education,Singapore,2021.0,63.95,68.14,21.58,78508.29,79050.03,0.69,-3.18,38.13,22.54,4.0
Mechanical Engineer,Education,Brazil,2024.0,36.57,38.6,16.11,147653.87,162736.09,10.21,13.22,15.92,76.34,2.0
Customer Support Rep,Education,Brazil,2024.0,35.2,31.4,61.81,38090.86,46881.05,23.08,-2.44,47.97,1.91,2.0
Accountant,Education,Brazil,2024.0,38.82,32.73,39.34,118072.37,116285.95,-1.51,7.57,41.97,15.4,5.0
Financial Analyst,Education,USA,2023.0,51.38,61.02,15.68,132348.85,145530.2,9.96,12.36,35.38,28.79,4.0
Teacher,Education,USA,2020.0,18.86,17.88,73.86,65269.99,53337.56,-18.28,21.17,20.6,33.03,4.0
Software Engineer,Education,Germany,2020.0,19.91,18.06,87.92,49497.5,48946.32,-1.11,2.9,64.63,12.31,2.0
Customer Support Rep,Education,Singapore,2023.0,42.2,33.91,43.38,73076.45,83455.29,14.2,6.87,85.82,40.12,1.0
HR Manager,Education,Canada,2022.0,47.77,41.71,43.87,125947.24,111192.73,-11.71,3.73,75.14,18.68,4.0
Customer Support Rep,Education,USA,2021.0,76.7,76.07,45.37,132172.2,141630.57,7.16,1.07,11.65,54.53,1.0
Accountant,Education,Australia,2025.0,69.01,74.83,50.78,105103.93,94129.12,-10.44,13.48,82.86,95.03,3.0
Marketing Specialist,Education,Germany,2025.0,42.57,45.99,73.7,109469.71,120603.49,10.17,6.26,50.4,6.11,3.0
Marketing Specialist,Education,Canada,2025.0,68.16,80.11,86.88,134243.27,112974.74,-15.84,19.24,15.09,67.77,4.0
Software Engineer,Education,Australia,2022.0,5.0,4.64,57.19,116576.34,133495.95,14.51,7.55,35.44,18.39,1.0
HR Manager,Education,USA,2025.0,35.76,38.22,83.17,132314.69,131596.82,-0.54,-7.97,76.05,77.4,1.0
Data Analyst,Education,India,2021.0,52.58,58.43,95.64,61976.03,65316.8,5.39,1.78,79.5,92.65,2.0
Data Analyst,Education,India,2022.0,15.42,14.77,59.85,74892.69,67739.82,-9.55,1.74,94.67,75.05,1.0
Truck Driver,Education,Canada,2026.0,40.78,43.41,46.88,89927.47,92151.68,2.47,1.99,65.53,13.54,1.0
Mechanical Engineer,Education,Japan,2023.0,79.27,67.09,13.0,45638.89,40902.51,-10.38,19.77,76.0,40.55,4.0
Teacher,Education,UK,2026.0,53.93,59.75,54.82,94740.43,93080.17,-1.75,-3.09,59.12,46.2,2.0
Data Analyst,Education,Australia,2020.0,43.13,50.52,50.01,136684.33,112923.16,-17.38,1.42,92.48,38.79,2.0
Teacher,Education,UK,2025.0,61.55,73.06,11.49,99686.98,106376.24,6.71,8.3,88.67,97.8,1.0
Accountant,Education,Japan,2026.0,47.9,55.69,4.02,77701.89,78991.89,1.66,14.96,68.22,86.96,2.0
HR Manager,Education,Australia,2020.0,17.96,17.8,35.62,88924.62,88587.71,-0.38,13.21,11.26,43.88,1.0
Software Engineer,Education,Canada,2023.0,47.78,39.12,25.05,72448.59,72149.52,-0.41,22.15,12.58,61.68,4.0
Marketing Specialist,Education,Australia,2020.0,12.37,12.11,67.92,41419.67,44024.71,6.29,3.73,49.23,98.54,4.0
Data Analyst,Education,Japan,2023.0,51.93,62.25,80.25,129498.17,164473.89,27.01,4.24,39.63,83.94,4.0
Software Engineer,Education,Germany,2024.0,53.37,58.08,99.71,61125.76,63353.35,3.64,21.69,38.17,16.06,3.0
Marketing Specialist,Education,Australia,2021.0,51.37,59.64,68.84,146523.5,179590.22,22.57,6.61,61.87,48.43,5.0
Teacher,Education,Brazil,2021.0,77.07,63.62,77.37,67156.0,75314.67,12.15,-4.25,73.69,53.48,4.0
Accountant,Education,Germany,2020.0,18.86,19.69,99.59,101466.08,108306.36,6.74,12.16,41.53,37.18,1.0
Marketing Specialist,Education,Australia,2025.0,65.79,73.64,77.54,92980.02,101087.82,8.72,-1.07,26.75,28.98,1.0
Mechanical Engineer,Education,Germany,2021.0,15.34,15.66,32.87,44570.65,43974.85,-1.34,4.91,46.16,10.57,1.0
Software Engineer,Education,USA,2020.0,14.84,14.97,64.88,67821.44,65739.37,-3.07,10.85,39.41,37.15,4.0
HR Manager,Education,Japan,2021.0,76.25,84.34,73.09,50743.26,54202.23,6.82,28.8,98.42,74.77,1.0
Truck Driver,Education,Canada,2020.0,54.81,61.16,23.66,143856.1,165571.85,15.1,9.34,18.06,49.27,5.0
Data Analyst,Education,Singapore,2021.0,63.07,72.59,4.68,66443.82,58083.21,-12.58,2.82,75.7,18.45,2.0
Software Engineer,Education,Japan,2024.0,56.33,48.98,49.29,112564.46,125082.31,11.12,21.71,93.23,22.85,1.0
Accountant,Education,Japan,2020.0,62.82,61.3,78.49,147152.59,155229.48,5.49,1.06,65.96,81.73,2.0
Marketing Specialist,Education,Canada,2020.0,65.08,59.19,26.43,70307.79,72237.84,2.75,3.17,67.59,22.68,1.0
Teacher,Education,UK,2025.0,74.42,76.65,92.0,35568.52,37948.32,6.69,0.79,13.29,43.61,2.0
Financial Analyst,Education,Japan,2022.0,73.93,71.22,46.86,131446.43,151605.36,15.34,20.3,36.69,83.39,4.0
Mechanical Engineer,Education,Japan,2025.0,38.34,31.28,27.25,78088.23,99394.6,27.28,-8.63,34.75,52.3,2.0
Marketing Specialist,Education,Singapore,2020.0,48.62,43.86,43.56,91957.92,94274.06,2.52,0.83,19.84,40.49,1.0
Software Engineer,Education,Singapore,2024.0,64.76,53.2,86.54,91363.05,77589.3,-15.08,14.08,97.0,28.19,5.0
Data Analyst,Education,UK,2025.0,41.22,49.36,88.11,94359.58,90285.59,-4.32,-8.32,40.1,34.4,5.0
Financial Analyst,Education,Australia,2024.0,28.18,29.43,4.08,146335.03,143351.5,-2.04,12.16,56.39,46.61,5.0
Software Engineer,Education,USA,2021.0,61.75,50.39,92.22,53556.94,52270.45,-2.4,14.31,84.95,67.17,3.0
Software Engineer,Education,Singapore,2022.0,28.36,23.12,4.85,64070.19,71662.41,11.85,23.17,67.04,71.73,2.0
HR Manager,Education,Singapore,2020.0,48.41,50.25,20.75,54999.94,60260.96,9.57,-5.11,64.56,84.58,5.0
HR Manager,Education,Canada,2025.0,30.7,35.76,74.37,77401.4,75491.62,-2.47,0.89,96.11,31.04,3.0
Marketing Specialist,Education,USA,2024.0,57.21,52.51,52.87,130815.14,157432.74,20.35,13.22,29.03,74.52,2.0
Software Engineer,Education,Australia,2022.0,33.95,35.41,16.02,123426.66,111405.31,-9.74,-1.76,60.25,41.03,4.0
Accountant,Education,USA,2022.0,31.75,27.82,47.55,38284.13,38946.03,1.73,23.96,54.67,30.04,2.0
Mechanical Engineer,Education,Germany,2023.0,57.75,46.95,13.37,106275.37,119148.14,12.11,12.99,74.82,65.95,5.0
Mechanical Engineer,Education,India,2020.0,52.52,46.5,47.44,133596.74,127487.19,-4.57,6.56,98.19,60.96,4.0
Marketing Specialist,Education,Japan,2023.0,56.81,58.04,35.13,136910.07,135991.18,-0.67,-3.33,79.8,6.09,3.0
Data Analyst,Education,Germany,2026.0,29.18,33.01,46.5,65473.72,68884.93,5.21,9.04,47.84,66.78,5.0
Marketing Specialist,Education,Brazil,2023.0,42.25,35.07,71.91,65022.24,53263.99,-18.08,3.6,74.47,88.59,3.0
Mechanical Engineer,Education,Singapore,2021.0,65.23,74.48,92.07,49345.49,53201.49,7.81,0.75,27.87,0.35,5.0
HR Manager,Education,Singapore,2024.0,78.0,73.3,29.1,102179.15,99682.74,-2.44,20.08,66.71,71.65,1.0
HR Manager,Education,UK,2020.0,69.44,71.87,16.12,31826.7,33274.95,4.55,23.22,68.57,81.32,3.0
Customer Support Rep,Education,Japan,2025.0,82.65,93.89,82.43,116662.63,112826.41,-3.29,15.35,20.32,84.25,4.0
HR Manager,Education,Australia,2024.0,28.26,22.87,14.12,82813.91,90667.48,9.48,-2.82,19.6,91.75,2.0
Marketing Specialist,Education,Brazil,2024.0,50.97,56.67,92.06,120665.73,115970.2,-3.89,24.96,64.49,9.42,3.0
Financial Analyst,Education,Brazil,2020.0,74.14,59.63,87.01,56234.2,62762.72,11.61,3.55,84.15,89.19,5.0
Accountant,Education,Brazil,2020.0,15.34,17.98,39.64,140593.71,143430.68,2.02,1.02,76.21,99.69,4.0
Financial Analyst,Education,India,2022.0,48.83,42.38,0.1,134304.01,125179.13,-6.79,7.91,69.77,61.16,4.0
Customer Support Rep,Education,Japan,2020.0,89.24,84.21,85.62,138343.78,96906.12,-29.95,4.72,78.49,70.8,2.0
Marketing Specialist,Education,Singapore,2021.0,41.63,33.46,79.25,64208.26,76921.16,19.8,6.86,92.32,54.12,2.0
Marketing Specialist,Education,Australia,2026.0,51.57,56.7,15.06,142992.64,157974.0,10.48,8.65,32.19,73.94,5.0
Teacher,Education,Canada,2021.0,69.46,60.98,41.33,96991.16,104723.8,7.97,-10.39,42.16,77.5,3.0
Marketing Specialist,Education,Australia,2024.0,58.54,62.91,51.48,134150.75,124542.95,-7.16,6.91,75.41,70.86,4.0
Mechanical Engineer,Education,India,2021.0,65.12,54.03,40.71,70478.14,67444.66,-4.3,18.68,71.61,60.24,3.0
HR Manager,Education,Australia,2023.0,31.11,32.81,36.74,133294.85,116874.67,-12.32,10.79,40.25,84.74,4.0
Customer Support Rep,Education,Australia,2022.0,55.34,59.86,45.45,85197.4,75133.96,-11.81,13.17,77.67,15.31,5.0
Truck Driver,Education,Brazil,2022.0,52.93,47.11,35.26,117425.11,108833.9,-7.32,6.94,67.4,47.71,1.0
Software Engineer,Education,Canada,2023.0,35.28,41.87,66.16,138599.43,137640.05,-0.69,-8.26,91.78,32.26,3.0
HR Manager,Education,Singapore,2020.0,42.34,36.93,74.5,44167.07,40995.26,-7.18,-1.15,59.73,87.32,4.0
Marketing Specialist,Education,India,2021.0,32.36,34.24,14.69,71031.16,83231.33,17.18,11.39,86.86,95.86,2.0
Software Engineer,Education,Germany,2020.0,34.29,35.14,41.56,38637.83,43963.51,13.78,1.34,82.44,89.24,5.0
Mechanical Engineer,Education,Australia,2022.0,78.22,89.04,85.52,99261.26,74189.54,-25.26,9.92,83.63,18.21,4.0
HR Manager,Education,Japan,2025.0,40.83,38.5,73.63,107010.25,114346.43,6.86,10.55,93.07,43.09,4.0
Mechanical Engineer,Education,India,2025.0,36.03,31.2,20.92,108824.8,91706.56,-15.73,5.63,46.26,37.32,3.0
Financial Analyst,Education,Japan,2025.0,44.67,52.37,89.66,70485.7,83817.76,18.91,8.01,40.6,6.49,2.0
Data Analyst,Education,USA,2025.0,49.19,58.34,45.36,105892.27,93402.09,-11.8,6.32,51.51,54.48,5.0
Data Analyst,Education,UK,2021.0,61.1,49.92,97.79,149196.86,124143.61,-16.79,14.75,30.07,27.65,4.0
Software Engineer,Education,Singapore,2025.0,18.02,20.82,32.68,97997.61,91070.61,-7.07,3.3,42.66,40.81,5.0
Marketing Specialist,Education,Canada,2022.0,23.47,26.49,32.61,83278.64,88260.15,5.98,17.99,37.72,38.62,2.0
Software Engineer,Education,India,2021.0,51.62,54.83,19.42,72744.35,77794.34,6.94,-9.49,41.01,30.91,4.0
Mechanical Engineer,Education,Australia,2023.0,63.29,59.04,57.82,41774.93,40982.13,-1.9,10.06,99.78,97.86,3.0
Software Engineer,Education,Singapore,2026.0,67.37,65.54,66.54,93757.25,89430.23,-4.62,8.85,98.35,73.69,4.0
Accountant,Education,Japan,2025.0,64.25,75.58,30.23,133334.3,116547.48,-12.59,4.58,70.19,68.41,5.0
Software Engineer,Education,Canada,2024.0,27.06,27.37,52.8,121408.43,137923.56,13.6,-3.86,62.03,96.18,3.0
Data Analyst,Education,Singapore,2026.0,39.43,36.75,42.99,103221.96,102278.71,-0.91,13.8,98.9,59.28,2.0
Mechanical Engineer,Education,Japan,2025.0,53.34,53.46,30.51,117304.16,103262.21,-11.97,32.07,70.09,80.23,2.0
Accountant,Education,Japan,2021.0,78.09,82.13,87.44,30130.98,25665.35,-14.82,6.57,18.48,53.2,4.0
Mechanical Engineer,Education,Germany,2025.0,62.28,60.09,67.01,88766.31,73314.94,-17.41,-0.22,44.43,34.98,3.0
Marketing Specialist,Education,Brazil,2023.0,29.71,24.91,46.7,100813.03,99641.4,-1.16,-0.38,33.19,3.07,2.0
Marketing Specialist,Education,UK,2021.0,18.8,16.08,18.29,126405.31,112007.03,-11.39,3.05,19.03,29.79,2.0
Data Analyst,Education,Australia,2021.0,40.85,34.02,64.31,112468.61,122661.43,9.06,1.88,85.87,17.52,2.0
HR Manager,Education,Singapore,2026.0,22.44,18.25,33.78,81302.66,86643.15,6.57,2.52,23.9,5.69,2.0
Accountant,Education,India,2026.0,31.2,31.18,18.52,85987.4,91654.2,6.59,-10.61,42.49,84.4,2.0
HR Manager,Education,Australia,2021.0,79.48,79.72,2.42,94947.68,98204.85,3.43,9.66,73.08,13.95,3.0
Truck Driver,Education,UK,2025.0,71.73,85.35,60.64,116578.25,119232.84,2.28,-2.34,50.85,88.58,3.0
HR Manager,Education,USA,2025.0,56.04,54.77,29.07,80236.06,87137.84,8.6,3.85,19.31,27.97,1.0
Data Analyst,Education,Germany,2026.0,24.61,25.96,96.15,147145.15,161951.5,10.06,13.19,60.71,75.58,4.0
Customer Support Rep,Education,Singapore,2026.0,78.77,78.69,79.56,61324.84,60106.83,-1.99,-5.03,94.93,50.07,3.0
Truck Driver,Education,Australia,2026.0,50.2,53.18,47.01,145615.04,164393.46,12.9,-2.92,33.16,50.88,4.0
Financial Analyst,Education,Singapore,2021.0,40.79,40.37,56.54,114673.8,113334.82,-1.17,-1.67,13.77,74.61,4.0
Customer Support Rep,Education,Brazil,2022.0,74.5,70.31,21.97,139809.41,166003.77,18.74,-3.93,13.0,41.41,1.0
Accountant,Education,Germany,2026.0,67.21,64.19,60.32,55182.7,59201.31,7.28,3.58,60.98,90.19,5.0
Truck Driver,Education,India,2026.0,58.35,57.0,75.68,63553.55,59061.31,-7.07,-3.18,37.34,59.92,5.0
Customer Support Rep,Education,Brazil,2026.0,58.01,54.22,37.43,74510.84,78783.54,5.73,13.76,10.5,99.32,2.0
HR Manager,Education,Germany,2024.0,24.08,21.05,95.82,100759.72,113370.6,12.52,0.44,57.26,24.17,5.0
Data Analyst,Education,India,2020.0,22.3,20.69,32.98,90297.58,86279.61,-4.45,-12.36,43.1,73.53,4.0
Accountant,Education,UK,2020.0,17.06,19.25,11.88,110389.68,118629.11,7.46,7.65,20.26,31.54,3.0
Customer Support Rep,Education,India,2022.0,75.9,84.21,92.05,100192.5,107340.52,7.13,12.88,33.2,31.02,4.0
Customer Support Rep,Education,India,2026.0,71.96,82.76,99.45,92160.53,85819.81,-6.88,1.94,83.38,29.69,2.0
Marketing Specialist,Education,UK,2023.0,78.31,84.66,17.34,87125.12,80822.16,-7.23,-26.99,58.21,3.12,2.0
Data Analyst,Education,Germany,2022.0,14.42,13.94,31.16,124486.0,110953.99,-10.87,7.13,34.5,16.78,2.0
Software Engineer,Education,USA,2023.0,45.66,39.27,61.72,132268.18,129270.39,-2.27,-1.31,64.95,55.94,5.0
HR Manager,Education,UK,2023.0,35.23,34.44,82.65,70671.26,59477.67,-15.84,-6.77,28.4,89.74,2.0
Customer Support Rep,Education,Brazil,2020.0,57.99,62.07,92.88,46962.87,43850.91,-6.63,3.42,78.27,44.77,4.0
Customer Support Rep,Education,USA,2024.0,67.85,78.06,52.7,40784.46,46120.44,13.08,3.51,27.47,9.12,1.0
Accountant,Education,Canada,2021.0,33.06,31.59,30.63,46228.89,50019.66,8.2,-6.21,44.73,63.25,3.0
Financial Analyst,Education,USA,2020.0,46.78,55.32,48.11,111234.95,118967.61,6.95,5.15,45.88,22.98,1.0
Mechanical Engineer,Education,Singapore,2021.0,64.03,61.28,66.31,116482.11,109843.82,-5.7,2.13,90.52,67.71,5.0
Teacher,Education,Canada,2021.0,25.71,24.22,97.67,56886.29,45223.81,-20.5,17.67,79.15,86.74,4.0
Truck Driver,Education,Brazil,2025.0,36.99,36.29,31.92,64003.08,62507.5,-2.34,15.76,40.52,60.35,1.0
Software Engineer,Education,India,2022.0,59.6,53.29,59.96,132705.76,141851.7,6.89,3.54,91.27,20.81,3.0
Mechanical Engineer,Education,Japan,2023.0,76.32,66.25,12.04,34006.87,29178.38,-14.2,-6.91,48.77,50.33,3.0
Marketing Specialist,Education,Japan,2024.0,79.97,65.05,39.51,42613.88,42877.37,0.62,4.15,48.33,80.11,5.0
Mechanical Engineer,Education,India,2022.0,18.17,18.08,40.85,41775.19,42908.44,2.71,14.48,83.35,52.16,1.0
Teacher,Education,Australia,2026.0,20.6,19.65,4.32,86312.62,92965.45,7.71,11.73,54.91,9.59,5.0
Truck Driver,Education,USA,2024.0,56.71,61.49,60.19,146485.69,132106.52,-9.82,29.23,58.85,80.85,4.0
Mechanical Engineer,Education,India,2024.0,42.71,46.86,49.9,123554.54,127725.81,3.38,4.66,36.36,9.21,3.0
Software Engineer,Education,Singapore,2023.0,37.93,43.56,35.03,80753.47,85652.52,6.07,29.5,74.71,4.04,4.0
Accountant,Education,Japan,2020.0,36.98,32.28,26.48,114766.52,108978.7,-5.04,5.72,17.67,70.51,1.0
Truck Driver,Education,Singapore,2021.0,76.49,86.1,47.42,133176.9,126347.34,-5.13,-1.83,22.11,79.75,2.0
HR Manager,Education,Australia,2025.0,45.13,48.71,45.28,58526.16,58892.87,0.63,9.49,21.79,40.61,2.0
Accountant,Education,Germany,2025.0,33.05,29.27,93.34,135710.4,128140.81,-5.58,-6.35,78.61,20.85,5.0
Software Engineer,Education,Australia,2026.0,5.0,5.94,81.35,41270.15,47844.93,15.93,-5.38,19.58,48.89,5.0
Data Analyst,Education,Japan,2026.0,54.24,46.07,25.77,143285.1,150629.65,5.13,10.89,87.81,74.96,2.0
Truck Driver,Education,India,2022.0,41.0,47.36,64.74,97245.15,118549.48,21.91,5.97,77.94,55.44,4.0
Software Engineer,Education,Brazil,2023.0,39.58,41.22,93.57,109379.16,113709.46,3.96,18.84,85.02,26.37,3.0
Accountant,Education,Singapore,2024.0,24.69,28.9,69.35,110583.07,85598.25,-22.59,-0.99,60.01,12.06,1.0
Teacher,Education,Singapore,2021.0,41.83,41.08,53.83,106162.27,107446.94,1.21,8.64,89.54,55.63,3.0
Mechanical Engineer,Education,India,2023.0,41.59,48.22,29.91,76483.51,62226.49,-18.64,18.13,79.68,12.93,3.0
Marketing Specialist,Education,Brazil,2026.0,29.48,31.84,70.58,113995.92,117299.15,2.9,-3.07,95.85,46.58,2.0
Marketing Specialist,Education,Japan,2026.0,23.68,27.79,31.58,113062.35,119509.77,5.7,12.55,92.58,86.43,4.0
Software Engineer,Education,Brazil,2026.0,30.81,33.39,5.81,37181.66,32790.49,-11.81,-0.01,94.13,58.13,2.0
Marketing Specialist,Education,Brazil,2025.0,30.11,32.58,37.49,45853.88,48992.54,6.84,-7.6,14.67,27.27,2.0
Mechanical Engineer,Education,Brazil,2023.0,41.3,49.11,81.91,50557.89,49959.35,-1.18,23.05,26.83,69.87,5.0
Teacher,Education,Singapore,2020.0,10.09,8.33,62.33,91752.88,103187.7,12.46,2.52,55.35,38.45,5.0
HR Manager,Education,Singapore,2022.0,21.29,24.02,57.62,41095.2,37222.96,-9.42,23.72,83.02,91.89,2.0
Mechanical Engineer,Education,USA,2022.0,16.12,17.81,17.94,58393.12,49020.03,-16.05,-4.12,38.95,16.93,4.0
Marketing Specialist,Education,Japan,2020.0,30.15,24.79,67.6,107855.54,112974.19,4.75,17.33,24.12,85.32,4.0
HR Manager,Education,Canada,2026.0,20.84,24.89,31.98,43058.87,41521.65,-3.57,-2.18,13.39,51.15,4.0
Truck Driver,Education,Brazil,2024.0,57.27,53.39,78.6,41276.85,38739.39,-6.15,17.74,87.87,7.42,5.0
Customer Support Rep,Education,Brazil,2024.0,49.74,49.58,9.16,144913.14,134568.45,-7.14,7.97,84.06,32.26,3.0
Teacher,Education,India,2021.0,10.41,10.83,50.78,87318.05,86674.93,-0.74,-2.08,35.88,27.46,2.0
Data Analyst,Education,USA,2020.0,15.57,14.52,35.31,67053.09,69221.55,3.23,5.5,99.21,35.59,1.0
Mechanical Engineer,Education,USA,2023.0,78.51,86.63,5.77,91064.73,107436.7,17.98,10.76,54.8,48.34,5.0
Teacher,Education,Australia,2023.0,68.69,74.24,33.0,129679.93,112706.86,-13.09,4.49,16.99,69.96,1.0
Financial Analyst,Education,UK,2021.0,64.4,70.99,81.61,56364.21,51646.78,-8.37,18.24,70.02,12.2,5.0
HR Manager,Education,USA,2022.0,71.36,81.09,78.6,31654.52,30891.34,-2.41,9.41,89.92,19.7,4.0
Data Analyst,Education,Australia,2021.0,67.57,76.57,71.71,87476.03,84009.92,-3.96,4.09,42.32,84.84,3.0
Customer Support Rep,Education,USA,2023.0,35.68,34.54,61.4,30984.04,32408.15,4.6,22.17,53.62,42.35,4.0
HR Manager,Education,USA,2026.0,49.15,45.35,9.75,137613.88,159776.39,16.1,13.14,51.76,75.65,5.0
Marketing Specialist,Education,Japan,2022.0,49.58,40.26,31.05,126718.06,111861.48,-11.72,3.55,49.47,19.8,5.0
Financial Analyst,Education,Australia,2024.0,37.52,37.34,34.96,142436.27,159270.77,11.82,7.16,78.47,66.12,2.0
Software Engineer,Education,Australia,2020.0,5.0,4.99,29.11,141354.5,140150.5,-0.85,-3.63,95.27,90.1,3.0
Marketing Specialist,Education,Singapore,2026.0,42.99,45.89,64.13,47330.77,41529.0,-12.26,22.2,51.83,80.14,1.0
HR Manager,Education,Germany,2021.0,54.95,44.58,36.99,93913.47,93974.86,0.07,0.9,68.88,75.92,4.0
Teacher,Education,UK,2020.0,47.22,47.5,28.55,149653.86,144277.11,-3.59,-12.22,10.26,34.92,2.0
Mechanical Engineer,Education,Australia,2020.0,12.85,10.36,42.51,100877.43,91231.85,-9.56,-3.83,71.05,60.17,1.0
Teacher,Education,UK,2024.0,31.02,28.61,38.72,145977.44,159658.54,9.37,0.75,99.26,34.87,2.0
Software Engineer,Education,Singapore,2026.0,51.57,44.12,83.89,101574.41,106125.48,4.48,29.75,25.17,12.94,4.0
Software Engineer,Education,USA,2025.0,18.5,15.18,94.05,84723.52,94851.42,11.95,16.15,88.71,66.49,3.0
Financial Analyst,Education,India,2024.0,62.78,62.13,89.86,125691.94,123933.88,-1.4,6.97,70.13,73.85,1.0
HR Manager,Education,Australia,2020.0,78.96,89.56,1.53,104020.39,99241.07,-4.59,2.17,73.5,13.16,2.0
Data Analyst,Education,Canada,2025.0,57.91,56.01,17.57,72014.17,66283.61,-7.96,-2.45,35.43,18.09,1.0
Mechanical Engineer,Education,Singapore,2023.0,18.25,15.64,36.89,130346.3,104526.6,-19.81,1.36,60.51,26.05,5.0
Teacher,Education,USA,2023.0,60.46,61.43,82.5,90859.27,84986.42,-6.46,5.58,70.17,27.31,2.0
Marketing Specialist,Education,India,2023.0,42.4,50.1,13.84,83546.26,76684.71,-8.21,24.1,35.49,28.74,4.0
Mechanical Engineer,Education,Japan,2026.0,38.57,45.99,34.75,130362.73,126971.25,-2.6,3.5,12.86,60.62,2.0
Financial Analyst,Education,Japan,2021.0,31.81,31.09,81.86,59772.97,64855.14,8.5,0.29,54.35,82.77,4.0
Customer Support Rep,Education,India,2020.0,43.59,50.67,64.34,147797.67,140678.88,-4.82,-3.15,42.61,32.66,3.0
Mechanical Engineer,Education,Japan,2024.0,24.64,28.83,66.74,137655.34,163137.46,18.51,10.24,65.75,83.12,2.0
Financial Analyst,Education,Japan,2021.0,21.38,23.57,44.01,95460.32,88937.83,-6.83,16.72,77.4,44.23,5.0
Data Analyst,Education,Brazil,2024.0,37.39,41.62,9.41,31445.99,33293.52,5.88,13.71,47.1,94.04,1.0
Data Analyst,Education,Japan,2021.0,68.69,73.09,62.48,68331.7,60678.93,-11.2,7.71,89.55,18.81,3.0
Mechanical Engineer,Education,Singapore,2025.0,27.65,24.83,31.08,99075.71,98275.92,-0.81,1.76,32.17,60.66,1.0
Data Analyst,Education,Brazil,2022.0,51.09,47.15,26.33,102104.99,107616.52,5.4,-0.13,57.06,22.7,5.0
Mechanical Engineer,Education,Brazil,2025.0,77.84,63.28,33.53,88345.56,79590.36,-9.91,-3.74,83.83,27.8,2.0
Customer Support Rep,Education,Germany,2026.0,82.04,68.11,62.12,59724.71,66454.03,11.27,-9.87,21.86,43.73,5.0
